image,inclusion_precision,inclusion_recall,inclusion_f1,gt_inclusion_objects,apparent_bg_strip_fp_components,apparent_bg_d_fp_components
0506tin1_1_30_crop_00.jpg,0.7448389760528489,0.6997672614429791,0.7216,12,25,0
0506tin1_1_30_crop_01.jpg,0.6881918819188192,0.14937925510612735,0.24547548535702532,3,6,0
0506tin1_1_32_crop_01.jpg,0.8718944099378882,0.4606234618539787,0.6027911969940956,4,9,0
0506tin1_1_32_crop_02.jpg,0.7159726538222498,0.3898477157360406,0.504820333041192,3,15,0
0506tin1_1_33_crop_02.jpg,0.805877803557618,0.7822822822822822,0.7939047619047618,3,11,0
0506tin1_1_35_crop_01.jpg,0.8168444280985656,0.705751509374007,0.7572451414933514,9,30,0
0506tin1_1_37_crop_01.jpg,0.5099765258215962,0.7690265486725664,0.6132674664784756,6,15,0
0506tin1_1_39_crop_01.jpg,0.37142857142857144,0.8280254777070064,0.5128205128205128,5,17,0
0506tin1_1_40_crop_01.jpg,0.7674418604651163,0.8674285714285714,0.8143776824034334,12,28,0
0506tin1_1_45_crop_01.jpg,0.471875,0.5531135531135531,0.5092748735244519,4,5,0
0506tin1_1_46_crop_02.jpg,0.6841176470588235,0.7522639068564037,0.7165742452248921,4,14,1
0506tin1_1_47_crop_03.jpg,0.0,0.0,0.0,1,0,0
0506tin1_1_49_crop_00.jpg,0.7749940912313874,0.7342140618002687,0.7540531217661262,24,56,0
0506tin1_1_50_crop_01.jpg,0.44321329639889195,0.9195402298850575,0.5981308411214953,4,6,0
0506tin1_1_50_crop_03.jpg,0.8023255813953488,0.6301369863013698,0.7058823529411764,3,3,0
0506tin1_1_55_crop_02.jpg,0.5935098206660974,0.5249244712990937,0.5571142284569138,6,10,0
0506tin1_1_56_crop_02.jpg,0.1706056129985229,0.8492647058823529,0.2841328413284133,2,13,0
0506tin1_1_58_crop_00.jpg,0.6315228966986155,0.4258527827648115,0.5086853956680248,6,17,0
0506tin1_1_62_crop_02.jpg,0.3869346733668342,0.8105263157894737,0.5238095238095238,1,4,0
0506tin1_1_64_crop_01.jpg,0.8366013071895425,0.8757126567844926,0.8557103064066852,3,12,0
0506tin1_1_65_crop_01.jpg,0.8086606243705942,0.5930576070901034,0.6842778014486578,7,15,0
0506tin1_1_68_crop_01.jpg,0.5083798882681564,0.978494623655914,0.6691176470588235,1,3,0
0506tin1_1_69_crop_02.jpg,0.33473980309423346,0.6296296296296297,0.43709825528007346,4,5,0
0506tin1_1_71_crop_01.jpg,0.6615384615384615,0.6128266033254157,0.6362515413070283,5,6,0
0506tin2_01-03_crop_01.jpg,0.8266791921089713,0.7601497264612727,0.7920198004950123,2,20,0
0506tin2_01-10_crop_00.jpg,0.8448471121177803,0.525722339675828,0.6481320590790617,15,22,0
0506tin2_01-15_crop_01.jpg,0.9344978165938864,0.740484429065744,0.8262548262548263,1,2,0
0506tin2_01-16_crop_00.jpg,0.7952912019826518,0.5554786221222088,0.6540970240521811,20,34,0
0506tin2_01-16_crop_01.jpg,0.7790055248618785,0.5954391891891891,0.67496409765438,2,10,0
0506tin2_01-21_crop_02.jpg,0.5981735159817352,0.8851351351351351,0.7138964577656676,1,4,0
0506tin2_02-01_crop_01.jpg,0.7701983551040155,0.7762067284251585,0.7731908693540555,9,22,0
0506tin2_02-02_crop_00.jpg,0.5288220551378446,0.8577235772357723,0.6542635658914728,4,14,0
0506tin2_02-04_crop_03.jpg,0.7439024390243902,0.9384615384615385,0.8299319727891157,1,3,0
0506tin2_02-14_crop_02.jpg,0.5619834710743802,0.8095238095238095,0.6634146341463414,1,4,0
0506tin2_02-16_crop_02.jpg,0.0,0.0,0.0,1,3,0
0506tin2_02-18_crop_01.jpg,0.7399527186761229,0.9601226993865031,0.835781041388518,2,8,0
0506tin2_02-18_crop_02.jpg,0.0,0.0,0.0,1,1,0
0506tin2_02-21_crop_00.jpg,0.8957654723127035,0.5379850016302575,0.6722346710124261,2,10,0
0506tin2_02-21_crop_01.jpg,0.8253968253968254,0.37410071942446044,0.5148514851485149,1,1,0
0506tin2_03-02_crop_02.jpg,0.32926829268292684,0.7363636363636363,0.4550561797752809,1,4,0
0506tin2_03-03_crop_02.jpg,0.6133263378803777,0.7757133377571334,0.6850278347494871,7,15,0
0506tin2_03-04_crop_01.jpg,0.6591928251121076,0.7301324503311258,0.6928515318146111,9,12,0
0506tin2_03-07_crop_00.jpg,0.9325644504748982,0.4012259194395797,0.5610612244897959,10,40,0
0506tin2_03-10_crop_01.jpg,0.8997107039537127,0.4192002396285757,0.5719248058847569,5,17,0
0506tin2_03-11_crop_00.jpg,0.8362235067437379,0.7526881720430108,0.792259948886455,14,35,0
0506tin2_03-11_crop_01.jpg,0.837659821774506,0.8103448275862069,0.8237759573252047,6,16,0
0506tin2_03-14_crop_01.jpg,0.8681083650190115,0.6831868337385449,0.7646258503401362,10,35,0
0506tin2_03-19_crop_02.jpg,0.875,0.5865921787709497,0.7023411371237459,2,1,0
0506tin2_03-21_crop_00.jpg,0.7247845919918905,0.8183118741058655,0.768713882542669,14,24,0
0506tin2_03-21_crop_03.jpg,1.0,0.2200193423597679,0.36068172810146654,1,0,0
0506tin2_04-01_crop_01.jpg,0.8477203647416414,0.7122063329928499,0.7740771579239524,6,33,0
0506tin2_04-03_crop_00.jpg,0.7394736842105263,0.8413173652694611,0.7871148459383754,5,7,0
0506tin2_04-10_crop_02.jpg,0.492156862745098,0.9127272727272727,0.6394904458598727,3,12,0
0506tin2_04-20_crop_02.jpg,0.2557726465364121,0.9230769230769231,0.4005563282336579,2,6,0
0506tin2_05-01_crop_02.jpg,0.2352112676056338,0.9277777777777778,0.37528089887640453,2,7,0
0506tin2_05-06_crop_03.jpg,0.8452380952380952,0.9594594594594594,0.8987341772151899,1,6,0
0506tin2_05-09_crop_00.jpg,0.7960644007155635,0.6711915535444947,0.7283142389525368,7,12,0
0506tin2_05-14_crop_00.jpg,0.883935434281322,0.9323064450749898,0.9074768198855789,12,35,0
0506tin2_05-18_crop_00.jpg,0.7280334728033473,0.762043795620438,0.7446504992867332,7,11,0
0506tin2_05-18_crop_01.jpg,0.8828402366863906,0.966321243523316,0.9226963512677798,4,15,0
0506tin2_05-19_crop_00.jpg,0.8414322250639387,0.7777777777777778,0.8083538083538084,7,7,0
