image,component_id,area_px,eq_diameter_px,eq_diameter_um,size_group,d_class_coverage,detected
0506tin1_1_45_crop_01.jpg,1,49,7.898654169668588,4.303186791635446,small_<=5um,0.0,0
0506tin1_1_45_crop_01.jpg,2,49,7.898654169668588,4.303186791635446,small_<=5um,0.0,0
0506tin1_1_50_crop_03.jpg,1,29,6.076507779746499,3.3104814384058923,small_<=5um,0.0,0
0506tin1_1_69_crop_02.jpg,1,113,11.994835078277376,6.534786150645513,medium_5-10um,0.8230088495575221,1
0506tin2_09-13_crop_01.jpg,1,272,18.609705966725112,10.13856781067184,large_>10um,0.8198529411764706,1
0506tin2_11-03_crop_01.jpg,1,117,12.205286835384658,6.649440267917561,medium_5-10um,0.0,0
0506tin2_11-07_crop_01.jpg,1,124,12.565098628628435,6.845465732876771,medium_5-10um,1.0,1
0506tin2_11-07_crop_01.jpg,2,145,13.58748446131949,7.402461534526857,medium_5-10um,0.0,0
0506tin2_11-07_crop_01.jpg,3,151,13.86575534383214,7.554063511319749,medium_5-10um,0.9668874172185431,1
0506tin2_12-06_crop_00.jpg,1,184,15.306079714651624,8.338752228542203,medium_5-10um,1.0,1
0506tin2_14-10_crop_00.jpg,1,131,12.914889870235298,7.036032001304189,medium_5-10um,1.0,1
0506tin2_15-04_crop_01.jpg,1,78,9.965574970333758,5.429245243837831,medium_5-10um,0.0,0
0506tin2_15-04_crop_02.jpg,1,96,11.055812783082736,6.023206804223474,medium_5-10um,0.3645833333333333,1
0506tin2_15-04_crop_02.jpg,2,98,11.170383851240114,6.085625122155614,medium_5-10um,0.9285714285714286,1
0528_1-10_crop_00.jpg,1,116,12.153015559492998,6.6209628768117845,medium_5-10um,0.0,0
0528_1-10_crop_00.jpg,2,118,12.257335203001883,6.677796218595425,medium_5-10um,0.0,0
0528_1-10_crop_00.jpg,3,49,7.898654169668588,4.303186791635446,small_<=5um,0.0,0
0528_1-10_crop_00.jpg,4,87,10.524820207108489,5.733922048832704,medium_5-10um,0.0,0
0528_1-10_crop_00.jpg,5,69,9.373021315815206,5.106422012856124,medium_5-10um,0.0,0
0528_1-10_crop_00.jpg,6,42,7.312732791431452,3.983976824771855,small_<=5um,0.0,0
0528_1-10_crop_00.jpg,7,108,11.726460285670077,6.388575563633058,medium_5-10um,0.9259259259259259,1
0528_1-10_crop_00.jpg,8,107,11.67204486311899,6.358930041427225,medium_5-10um,0.0,0
0528_1-10_crop_00.jpg,9,67,9.23618154310838,5.031871704685445,medium_5-10um,0.9402985074626866,1
0528_1-10_crop_00.jpg,10,86,10.464157913908982,5.700873231497613,medium_5-10um,0.36046511627906974,1
0528_1-10_crop_00.jpg,11,62,8.884866446580956,4.840475240097304,small_<=5um,1.0,1
0528_1-10_crop_00.jpg,12,64,9.0270333367641,4.917927761869081,small_<=5um,0.984375,1
0528_1-10_crop_00.jpg,13,81,10.155412503859614,5.532668732102717,medium_5-10um,0.0,0
0528_1-10_crop_00.jpg,14,72,9.574614729634384,5.2162501047048115,medium_5-10um,0.7777777777777778,1
0528_1-10_crop_00.jpg,15,153,13.957279475043833,7.60392585800388,medium_5-10um,0.0,0
0528_1-10_crop_00.jpg,16,64,9.0270333367641,4.917927761869081,small_<=5um,0.203125,0
0528_1-10_crop_00.jpg,17,43,7.399277020331919,4.031126120676829,small_<=5um,0.0,0
0528_1-12_crop_00.jpg,1,66,9.166995688475081,4.994179251081224,small_<=5um,0.9696969696969697,1
0528_1-12_crop_00.jpg,2,49,7.898654169668588,4.303186791635446,small_<=5um,0.0,0
0528_1-12_crop_00.jpg,3,69,9.373021315815206,5.106422012856124,medium_5-10um,0.8695652173913043,1
0528_1-12_crop_00.jpg,4,64,9.0270333367641,4.917927761869081,small_<=5um,0.671875,1
0528_1-12_crop_00.jpg,5,97,11.11324596323283,6.054496400769245,medium_5-10um,0.0,0
0528_1-12_crop_00.jpg,6,69,9.373021315815206,5.106422012856124,medium_5-10um,0.9855072463768116,1
0528_1-12_crop_00.jpg,7,81,10.155412503859614,5.532668732102717,medium_5-10um,0.0,0
0528_1-12_crop_00.jpg,8,81,10.155412503859614,5.532668732102717,medium_5-10um,0.0,0
0528_1-12_crop_00.jpg,9,86,10.464157913908982,5.700873231497613,medium_5-10um,0.27906976744186046,0
0528_1-12_crop_00.jpg,10,102,11.396070970426017,6.208579464688094,medium_5-10um,0.0,0
0528_1-12_crop_00.jpg,11,67,9.23618154310838,5.031871704685445,medium_5-10um,0.0,0
0528_1-12_crop_00.jpg,12,84,10.341765891652821,5.634194057772457,medium_5-10um,0.5357142857142857,1
0528_1-12_crop_00.jpg,13,75,9.772050238058398,5.323812969694215,medium_5-10um,0.7466666666666667,1
0528_1-15_crop_00.jpg,1,52,8.136857890256438,4.432960178611707,small_<=5um,0.0,0
0528_1-15_crop_00.jpg,2,91,10.764051215546116,5.8642551022295235,medium_5-10um,0.8351648351648352,1
0528_1-15_crop_00.jpg,3,119,12.309163489997376,6.70603226935057,medium_5-10um,0.0,0
0528_1-15_crop_00.jpg,4,85,10.403141895720198,5.667631704788364,medium_5-10um,0.7058823529411765,1
0528_1-15_crop_00.jpg,5,49,7.898654169668588,4.303186791635446,small_<=5um,0.0,0
0528_1-15_crop_00.jpg,6,61,8.812923024107548,4.801280463533791,small_<=5um,0.7540983606557377,1
0528_1-15_crop_00.jpg,7,41,7.225151993843567,3.936262806245975,small_<=5um,0.0,0
0528_1-15_crop_00.jpg,8,58,8.593479713983122,4.681727748178004,small_<=5um,0.7586206896551724,1
0528_1-15_crop_00.jpg,9,74,9.706684619910241,5.288201780927099,medium_5-10um,0.6621621621621622,1
0528_1-15_crop_02.jpg,1,99,11.227230955528665,6.116595424572016,medium_5-10um,0.8484848484848485,1
0528_1-17_crop_01.jpg,1,75,9.772050238058398,5.323812969694215,medium_5-10um,0.8266666666666667,1
0528_1-17_crop_01.jpg,2,57,8.51907589177983,4.64119254584165,small_<=5um,0.0,0
0528_1-17_crop_01.jpg,3,102,11.396070970426017,6.208579464688094,medium_5-10um,0.0,0
0528_1-17_crop_01.jpg,4,62,8.884866446580956,4.840475240097304,small_<=5um,0.0,0
0528_1-17_crop_01.jpg,5,41,7.225151993843567,3.936262806245975,small_<=5um,0.0,0
0528_1-17_crop_01.jpg,6,64,9.0270333367641,4.917927761869081,small_<=5um,0.0,0
0528_1-17_crop_01.jpg,7,80,10.092530088080641,5.498410391986333,medium_5-10um,0.6375,1
0528_1-19_crop_00.jpg,1,51,8.058239062071396,4.390128641016496,small_<=5um,0.9607843137254902,1
0528_1-19_crop_00.jpg,2,84,10.341765891652821,5.634194057772457,medium_5-10um,0.9047619047619048,1
0528_1-19_crop_00.jpg,3,81,10.155412503859614,5.532668732102717,medium_5-10um,0.9506172839506173,1
0528_1-19_crop_00.jpg,4,76,9.83698151873187,5.359187531405122,medium_5-10um,0.0,0
0528_1-19_crop_00.jpg,5,72,9.574614729634384,5.2162501047048115,medium_5-10um,0.0,0
0528_1-21_crop_01.jpg,1,88,10.585134856802455,5.766781469985977,medium_5-10um,0.8068181818181818,1
0528_1-21_crop_02.jpg,1,67,9.23618154310838,5.031871704685445,medium_5-10um,0.8955223880597015,1
0528_1-21_crop_02.jpg,2,49,7.898654169668588,4.303186791635446,small_<=5um,0.9795918367346939,1
0528_1-4_crop_01.jpg,1,116,12.153015559492998,6.6209628768117845,medium_5-10um,0.0,0
0528_1-4_crop_01.jpg,2,78,9.965574970333758,5.429245243837831,medium_5-10um,0.0,0
0528_1-4_crop_01.jpg,3,85,10.403141895720198,5.667631704788364,medium_5-10um,0.9764705882352941,1
0528_1-4_crop_01.jpg,4,80,10.092530088080641,5.498410391986333,medium_5-10um,0.8625,1
0528_1-4_crop_01.jpg,5,127,12.716187407449045,6.9277788995782394,medium_5-10um,0.7007874015748031,1
0528_1-6_crop_01.jpg,1,81,10.155412503859614,5.532668732102717,medium_5-10um,0.9382716049382716,1
0528_1-6_crop_01.jpg,2,54,8.291859587312052,4.517405103167605,small_<=5um,0.16666666666666666,0
0528_1-6_crop_01.jpg,3,81,10.155412503859614,5.532668732102717,medium_5-10um,0.9259259259259259,1
0528_1-7_crop_00.jpg,1,50,7.978845608028654,4.34687508725401,small_<=5um,0.0,0
0528_1-7_crop_00.jpg,2,64,9.0270333367641,4.917927761869081,small_<=5um,0.0,0
0528_1-7_crop_00.jpg,3,197,15.837556323903858,8.62830068526282,medium_5-10um,0.0,0
0528_2-10_crop_01.jpg,1,216,16.583719174624104,9.03481020633521,medium_5-10um,0.9027777777777778,1
0528_2-20_crop_00.jpg,1,29,6.076507779746499,3.3104814384058923,small_<=5um,1.0,1
0711-48_crop_01.jpg,1,29,6.076507779746499,3.3104814384058923,small_<=5um,1.0,1
0711-48_crop_01.jpg,2,29,6.076507779746499,3.3104814384058923,small_<=5um,0.8275862068965517,1
0711-49_crop_01.jpg,1,29,6.076507779746499,3.3104814384058923,small_<=5um,0.0,0
0711-52_crop_00.jpg,1,49,7.898654169668588,4.303186791635446,small_<=5um,0.8571428571428571,1
0711-52_crop_00.jpg,2,113,11.994835078277376,6.534786150645513,medium_5-10um,0.21238938053097345,0
0711-52_crop_00.jpg,3,29,6.076507779746499,3.3104814384058923,small_<=5um,0.034482758620689655,0
0711-52_crop_00.jpg,4,29,6.076507779746499,3.3104814384058923,small_<=5um,0.8275862068965517,1
0711-58_crop_00.jpg,1,113,11.994835078277376,6.534786150645513,medium_5-10um,1.0,1
0711-71_crop_01.jpg,1,49,7.898654169668588,4.303186791635446,small_<=5um,0.16326530612244897,0
0726-15_crop_00.jpg,1,60,8.740387444736633,4.761763079892518,small_<=5um,0.0,0
0726-15_crop_00.jpg,2,81,10.155412503859614,5.532668732102717,medium_5-10um,0.0,0
0726-18_crop_00.jpg,1,29,6.076507779746499,3.3104814384058923,small_<=5um,0.0,0
0726-28_crop_00.jpg,1,96,11.055812783082736,6.023206804223474,medium_5-10um,0.0,0
0726-28_crop_00.jpg,2,29,6.076507779746499,3.3104814384058923,small_<=5um,0.0,0
0726-30_crop_02.jpg,1,97,11.11324596323283,6.054496400769245,medium_5-10um,0.845360824742268,1
0726-6_crop_01.jpg,1,49,7.898654169668588,4.303186791635446,small_<=5um,1.0,1
0726-7_crop_01.jpg,1,81,10.155412503859614,5.532668732102717,medium_5-10um,1.0,1
0822-2_crop_01.jpg,1,81,10.155412503859614,5.532668732102717,medium_5-10um,0.7407407407407407,1
0822-30_crop_01.jpg,1,731,30.508000708034015,16.62075878573693,large_>10um,0.5170998632010944,1
0826_D-11_crop_00.jpg,1,873,33.33973788969849,18.163489202307737,large_>10um,0.0,0
0826_D-11_crop_00.jpg,2,113,11.994835078277376,6.534786150645513,medium_5-10um,0.8141592920353983,1
0826_D-11_crop_02.jpg,1,81,10.155412503859614,5.532668732102717,medium_5-10um,0.7777777777777778,1
0826_D-11_crop_02.jpg,2,49,7.898654169668588,4.303186791635446,small_<=5um,0.9795918367346939,1
0826_D-14_crop_01.jpg,1,81,10.155412503859614,5.532668732102717,medium_5-10um,0.9506172839506173,1
0826_D-16_crop_02.jpg,1,49,7.898654169668588,4.303186791635446,small_<=5um,0.40816326530612246,1
0826_D-16_crop_02.jpg,2,81,10.155412503859614,5.532668732102717,medium_5-10um,0.9382716049382716,1
0826_D-16_crop_02.jpg,3,49,7.898654169668588,4.303186791635446,small_<=5um,0.0,0
0826_D-17_crop_01.jpg,1,113,11.994835078277376,6.534786150645513,medium_5-10um,0.2743362831858407,0
0826_D-17_crop_01.jpg,2,49,7.898654169668588,4.303186791635446,small_<=5um,0.0,0
0826_D-17_crop_01.jpg,3,81,10.155412503859614,5.532668732102717,medium_5-10um,0.9012345679012346,1
0826_D-17_crop_01.jpg,4,149,13.773623058786647,7.5038698424269645,medium_5-10um,1.0,1
0826_D-17_crop_01.jpg,5,81,10.155412503859614,5.532668732102717,medium_5-10um,1.0,1
0826_D-17_crop_01.jpg,6,49,7.898654169668588,4.303186791635446,small_<=5um,0.5918367346938775,1
0826_D-17_crop_01.jpg,7,197,15.837556323903858,8.62830068526282,medium_5-10um,1.0,1
0826_D-19_crop_01.jpg,1,113,11.994835078277376,6.534786150645513,medium_5-10um,0.9911504424778761,1
0826_D-19_crop_01.jpg,2,81,10.155412503859614,5.532668732102717,medium_5-10um,0.8765432098765432,1
0826_D-20_crop_00.jpg,1,49,7.898654169668588,4.303186791635446,small_<=5um,0.9387755102040817,1
0826_D-20_crop_00.jpg,2,81,10.155412503859614,5.532668732102717,medium_5-10um,0.9259259259259259,1
0826_D-20_crop_00.jpg,3,49,7.898654169668588,4.303186791635446,small_<=5um,0.14285714285714285,0
0826_D-20_crop_00.jpg,4,463,24.279825147895533,13.227648740573485,large_>10um,0.9308855291576674,1
0826_D-20_crop_00.jpg,5,81,10.155412503859614,5.532668732102717,medium_5-10um,0.9876543209876543,1
0826_D-20_crop_00.jpg,6,81,10.155412503859614,5.532668732102717,medium_5-10um,0.9506172839506173,1
0826_D-20_crop_00.jpg,7,209,16.312788383647018,8.887207111410895,medium_5-10um,0.9425837320574163,1
0826_D-20_crop_01.jpg,1,49,7.898654169668588,4.303186791635446,small_<=5um,0.0,0
0826_D-20_crop_01.jpg,2,81,10.155412503859614,5.532668732102717,medium_5-10um,0.8024691358024691,1
0826_D-20_crop_01.jpg,3,49,7.898654169668588,4.303186791635446,small_<=5um,0.8367346938775511,1
0826_D-25_crop_00.jpg,1,113,11.994835078277376,6.534786150645513,medium_5-10um,0.9469026548672567,1
0826_D-25_crop_00.jpg,2,113,11.994835078277376,6.534786150645513,medium_5-10um,0.9646017699115044,1
