image,inclusion_precision,inclusion_recall,inclusion_f1,gt_inclusion_objects,apparent_bg_strip_fp_components,apparent_bg_d_fp_components
0528_1-26_crop_02.jpg,0.0,0.0,0.0,0,1,0
0528_1-32_crop_00.jpg,0.5660225442834138,0.8716676999380037,0.6863558701488893,6,39,0
0528_1-3_crop_01.jpg,0.9708520179372198,0.9180212014134276,0.9436977842353796,2,4,0
0528_1-4_crop_01.jpg,0.792995622263915,0.7316791690709752,0.7611044417767107,9,11,2
0528_1-6_crop_01.jpg,0.8392857142857143,0.8657894736842106,0.8523316062176166,5,5,2
0528_1-7_crop_00.jpg,0.8767123287671232,0.378698224852071,0.5289256198347108,4,3,0
0528_2-10_crop_01.jpg,0.8821917808219178,0.8870523415977961,0.8846153846153847,2,2,2
0528_2-13_crop_00.jpg,0.922509225092251,0.7295719844357976,0.8147745790331341,4,8,0
0528_2-13_crop_01.jpg,0.0,0.0,0.0,0,0,0
0528_2-18_crop_02.jpg,0.6532258064516129,0.675,0.6639344262295083,1,2,0
0528_2-20_crop_00.jpg,0.7361111111111112,0.977859778597786,0.8399366085578447,3,8,1
0528_2-20_crop_03.jpg,0.7371794871794872,0.9163346613545816,0.8170515097690941,1,4,0
0528_2-22_crop_00.jpg,0.7567567567567568,0.9210526315789473,0.8308605341246291,2,5,0
0528_2-24_crop_02.jpg,0.7472118959107806,0.9710144927536232,0.8445378151260504,1,5,0
0528_2-27_crop_02.jpg,0.8529729729729729,0.9621951219512195,0.9042979942693409,2,7,0
0528_2-6_crop_01.jpg,0.7513321492007105,0.9548532731376975,0.8409542743538767,1,6,0
0711-41_crop_01.jpg,0.6574279379157428,0.7792378449408672,0.7131689717378232,4,5,0
0711-44_crop_01.jpg,0.9351206434316354,0.8821446636317652,0.9078604893284746,4,22,0
0711-44_crop_02.jpg,0.0,0.0,0.0,0,0,0
0711-48_crop_01.jpg,0.29608938547486036,0.9137931034482759,0.44725738396624476,2,0,3
0711-49_crop_01.jpg,1.0,0.601113172541744,0.7508690614136733,3,0,0
0711-50_crop_01.jpg,0.8198473282442749,0.9693140794223827,0.8883374689826303,1,8,0
0711-50_crop_02.jpg,0.9775280898876404,0.87,0.9206349206349206,1,0,0
0711-50_crop_03.jpg,0.0,0.0,0.0,0,0,0
0711-51_crop_00.jpg,0.8216672529018643,0.9071844660194175,0.862310815799188,10,42,0
