image,component_id,area_px,eq_diameter_px,eq_diameter_um,gate_strip_coverage,strip_expert_tind_coverage,final_tind_coverage,gate_strip_detected,strip_expert_tind_detected,final_tind_detected
0506tin2_01-16_crop_00.jpg,10,155,14.048207338801282,7.6534633581789375,0.9032258064516129,0.0,0.0,1,0,0
0506tin2_01-16_crop_00.jpg,11,67,9.23618154310838,5.031871704685445,0.746268656716418,0.7313432835820896,0.7313432835820896,1,1,1
0506tin2_01-16_crop_00.jpg,12,132,12.964089628857149,7.062836029801374,0.8484848484848485,0.8106060606060606,0.803030303030303,1,1,1
0506tin2_01-16_crop_00.jpg,13,119,12.309163489997376,6.70603226935057,0.8907563025210085,0.8571428571428571,0.8571428571428571,1,1,1
0506tin2_01-16_crop_00.jpg,14,232,17.186959427966244,9.363455496356009,0.9396551724137931,0.9525862068965517,0.9396551724137931,1,1,1
0506tin2_01-16_crop_00.jpg,15,134,13.061933202803933,7.116141208887583,0.9402985074626866,0.9552238805970149,0.9402985074626866,1,1,1
0506tin2_01-16_crop_00.jpg,16,57,8.51907589177983,4.64119254584165,0.9824561403508771,0.9824561403508771,0.9649122807017544,1,1,1
0506tin2_01-16_crop_00.jpg,17,92,10.823032759612019,5.896388247436628,0.8260869565217391,0.8260869565217391,0.8260869565217391,1,1,1
0506tin2_01-16_crop_01.jpg,1,154,14.002817212590296,7.6287348174191925,0.9155844155844156,0.935064935064935,0.935064935064935,1,1,1
0506tin2_01-21_crop_02.jpg,1,148,13.727325035155395,7.478646679152659,0.8648648648648649,0.8716216216216216,0.8648648648648649,1,1,1
0506tin2_02-01_crop_01.jpg,1,89,10.645107772184812,5.799454714286285,0.651685393258427,0.6741573033707865,0.651685393258427,1,1,1
0506tin2_02-01_crop_01.jpg,2,118,12.257335203001883,6.677796218595425,0.9745762711864406,0.6864406779661016,0.6864406779661016,1,1,1
0506tin2_02-01_crop_01.jpg,3,54,8.291859587312052,4.517405103167605,0.6851851851851852,0.6481481481481481,0.6111111111111112,1,1,1
0506tin2_02-01_crop_01.jpg,4,68,9.304852983362556,5.06928390533592,1.0,0.0,0.0,1,0,0
0506tin2_02-01_crop_01.jpg,5,73,9.640875829802336,5.252349152076312,0.6986301369863014,0.0,0.0,1,0,0
0506tin2_02-01_crop_01.jpg,6,62,8.884866446580956,4.840475240097304,0.8709677419354839,0.5,0.4838709677419355,1,1,1
0506tin2_02-02_crop_00.jpg,1,109,11.780624362746345,6.418084152824208,0.7706422018348624,0.8073394495412844,0.7706422018348624,1,1,1
0506tin2_02-02_crop_00.jpg,2,86,10.464157913908982,5.700873231497613,0.8837209302325582,0.8953488372093024,0.8837209302325582,1,1,1
0506tin2_02-02_crop_00.jpg,3,113,11.994835078277376,6.534786150645513,0.8938053097345132,0.9203539823008849,0.9026548672566371,1,1,1
0506tin2_02-02_crop_00.jpg,4,184,15.306079714651624,8.338752228542203,0.8804347826086957,0.8858695652173914,0.8804347826086957,1,1,1
0506tin2_02-04_crop_03.jpg,1,65,9.09728368293446,4.956200150462694,0.9538461538461539,0.9538461538461539,0.9538461538461539,1,1,1
0506tin2_02-14_crop_02.jpg,1,84,10.341765891652821,5.634194057772457,0.8452380952380952,0.8690476190476191,0.8571428571428571,1,1,1
0506tin2_02-16_crop_02.jpg,1,69,9.373021315815206,5.106422012856124,0.0,0.0,0.0,0,0,0
0506tin2_02-18_crop_01.jpg,1,68,9.304852983362556,5.06928390533592,0.9852941176470589,0.9852941176470589,0.9852941176470589,1,1,1
0506tin2_02-18_crop_01.jpg,2,258,18.12445316531431,9.874202084463235,0.9147286821705426,0.9147286821705426,0.9108527131782945,1,1,1
0506tin2_02-18_crop_02.jpg,1,48,7.817640190446719,4.259050375755372,0.0,0.0,0.0,0,0,0
