checkpoint,epoch,inclusion_precision,inclusion_recall,inclusion_f1,TIND_pixel_recall,TIND_gate_strip_object_recall,TIND_expert_object_recall,TIND_final_object_recall,D_pixel_recall,D_small_object_recall,D_medium_object_recall,D_large_object_recall,A_mean_consistency,C_mean_consistency,A_pct_consistency_lt_0_8,C_pct_consistency_lt_0_8,A_mean_coverage,A_mean_purity,B_mean_coverage,B_mean_purity,C_mean_coverage,C_mean_purity,HH_to_AC_rate,HC_to_D_rate,SZ_to_D_rate,BG_to_strip_apparent_rate,BG_to_D_apparent_rate,BG_to_strip_apparent_components,BG_to_D_apparent_components
epoch62,61,0.8656853973437733,0.6973225200051144,0.7724361676059789,0.7516006861296514,0.8852258852258852,0.8363858363858364,0.8205128205128205,0.656552607461879,0.7082767978290366,0.7679012345679013,0.8235294117647058,0.8894575255132059,0.8857411187778033,0.12029520295202951,0.14479638009049775,0.7092149330239697,0.7330335987273532,0.6332905975232447,0.7937631972313453,0.6740275928989407,0.7828010734687864,0.0,0.006803412075157071,0.004768162192603717,0.00021476555757817982,1.3826527045151418e-05,8457,1145
epoch64,63,0.8311733249903042,0.7651596228283274,0.7968015303118398,0.662361372938639,0.818070818070818,0.7106227106227107,0.7008547008547008,0.6426071306325704,0.6322930800542741,0.7580246913580246,0.8529411764705882,0.9250291301426579,0.9077324505312742,0.07896678966789668,0.1244343891402715,0.7471541516677146,0.7526481050968081,0.7146828340909099,0.8171061957522299,0.7722145727117917,0.7519749999997618,0.0015378155384808345,0.006979052262478389,0.015468368687816782,0.000315398594777024,1.2223143850269918e-05,9271,1094
